Optical Parameter Monitor
7.0.5319.1035
Delimiter Used: , ','

Start of Measurement , 11/27/2025 17:07:46
Sample Interval , 0.1 s
, PM 220208217
Type, PM100USB
Serialnumber, 1915246
Sensor, S150C
SensorSerialnumber, 220208217
Wavelength / Responsivity, 401 nm

,,,PM 220208217, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/27/2025, 17:07:46.064,1.1814E-06
1, 11/27/2025, 17:07:46.448,1.1812E-06
2, 11/27/2025, 17:07:46.552,1.1814E-06
3, 11/27/2025, 17:07:46.676,1.1812E-06
4, 11/27/2025, 17:07:46.799,1.1809E-06
5, 11/27/2025, 17:07:46.928,1.1807E-06
6, 11/27/2025, 17:07:47.030,1.1814E-06
7, 11/27/2025, 17:07:47.153,1.1807E-06
8, 11/27/2025, 17:07:47.275,1.1812E-06
9, 11/27/2025, 17:07:47.399,1.181E-06
10, 11/27/2025, 17:07:47.522,1.1805E-06
11, 11/27/2025, 17:07:47.652,1.1807E-06
12, 11/27/2025, 17:07:47.775,1.1805E-06
13, 11/27/2025, 17:07:47.899,1.1816E-06
14, 11/27/2025, 17:07:48.027,1.1803E-06
15, 11/27/2025, 17:07:48.156,1.1799E-06
16, 11/27/2025, 17:07:48.284,1.1807E-06
17, 11/27/2025, 17:07:48.407,1.1801E-06
18, 11/27/2025, 17:07:48.530,1.1809E-06
19, 11/27/2025, 17:07:48.652,1.1809E-06
20, 11/27/2025, 17:07:48.775,1.1812E-06
21, 11/27/2025, 17:07:48.899,1.1809E-06
22, 11/27/2025, 17:07:49.022,1.1807E-06
23, 11/27/2025, 17:07:49.145,1.1803E-06
24, 11/27/2025, 17:07:49.268,1.1803E-06
25, 11/27/2025, 17:07:49.391,1.1807E-06
26, 11/27/2025, 17:07:49.514,1.1807E-06
27, 11/27/2025, 17:07:49.637,1.1807E-06
28, 11/27/2025, 17:07:49.760,1.1809E-06
29, 11/27/2025, 17:07:49.883,1.1803E-06
30, 11/27/2025, 17:07:50.005,1.1801E-06
31, 11/27/2025, 17:07:50.128,1.1801E-06
32, 11/27/2025, 17:07:50.252,1.1798E-06
33, 11/27/2025, 17:07:50.354,1.1799E-06
34, 11/27/2025, 17:07:50.477,1.1803E-06
35, 11/27/2025, 17:07:50.600,1.1799E-06
36, 11/27/2025, 17:07:50.722,1.181E-06
37, 11/27/2025, 17:07:50.844,1.1807E-06
38, 11/27/2025, 17:07:50.967,1.1807E-06
39, 11/27/2025, 17:07:51.090,1.1805E-06
40, 11/27/2025, 17:07:51.214,1.1805E-06
41, 11/27/2025, 17:07:51.337,1.1807E-06
42, 11/27/2025, 17:07:51.460,1.1801E-06
43, 11/27/2025, 17:07:51.583,1.1801E-06
44, 11/27/2025, 17:07:51.707,1.1803E-06
45, 11/27/2025, 17:07:51.830,1.1805E-06
46, 11/27/2025, 17:07:51.953,1.1803E-06
47, 11/27/2025, 17:07:52.077,1.1794E-06
48, 11/27/2025, 17:07:52.204,1.1809E-06
49, 11/27/2025, 17:07:52.328,1.1805E-06
50, 11/27/2025, 17:07:52.450,1.1805E-06
51, 11/27/2025, 17:07:52.572,1.1805E-06
52, 11/27/2025, 17:07:52.695,1.1812E-06
53, 11/27/2025, 17:07:52.818,1.1807E-06
54, 11/27/2025, 17:07:52.941,1.1814E-06
55, 11/27/2025, 17:07:53.063,1.1807E-06
56, 11/27/2025, 17:07:53.186,1.1798E-06
57, 11/27/2025, 17:07:53.310,1.1799E-06
58, 11/27/2025, 17:07:53.434,1.1807E-06
59, 11/27/2025, 17:07:53.557,1.1805E-06
60, 11/27/2025, 17:07:53.679,1.1803E-06
61, 11/27/2025, 17:07:53.802,1.1798E-06
62, 11/27/2025, 17:07:53.924,1.1807E-06
63, 11/27/2025, 17:07:54.048,1.1801E-06
64, 11/27/2025, 17:07:54.171,1.1799E-06
65, 11/27/2025, 17:07:54.293,1.181E-06
66, 11/27/2025, 17:07:54.416,1.1809E-06
67, 11/27/2025, 17:07:54.539,1.1809E-06
68, 11/27/2025, 17:07:54.663,1.1803E-06
69, 11/27/2025, 17:07:54.786,1.1803E-06
70, 11/27/2025, 17:07:54.909,1.1821E-06
71, 11/27/2025, 17:07:55.039,1.1807E-06
72, 11/27/2025, 17:07:55.162,1.1803E-06
73, 11/27/2025, 17:07:55.285,1.181E-06
74, 11/27/2025, 17:07:55.409,1.1799E-06
75, 11/27/2025, 17:07:55.532,1.1812E-06
76, 11/27/2025, 17:07:55.655,1.1803E-06
77, 11/27/2025, 17:07:55.778,1.181E-06
78, 11/27/2025, 17:07:55.901,1.1809E-06
79, 11/27/2025, 17:07:56.025,1.1809E-06
80, 11/27/2025, 17:07:56.147,1.1805E-06
81, 11/27/2025, 17:07:56.270,1.1801E-06
82, 11/27/2025, 17:07:56.394,1.1805E-06
83, 11/27/2025, 17:07:56.516,1.1803E-06
84, 11/27/2025, 17:07:56.640,1.1801E-06
85, 11/27/2025, 17:07:56.762,1.1801E-06
86, 11/27/2025, 17:07:56.884,1.1807E-06
87, 11/27/2025, 17:07:57.007,1.1807E-06
88, 11/27/2025, 17:07:57.130,1.1809E-06
89, 11/27/2025, 17:07:57.253,1.181E-06
90, 11/27/2025, 17:07:57.376,1.1809E-06
91, 11/27/2025, 17:07:57.499,1.1807E-06
92, 11/27/2025, 17:07:57.624,1.1807E-06
93, 11/27/2025, 17:07:57.747,1.1812E-06
94, 11/27/2025, 17:07:57.869,1.181E-06
95, 11/27/2025, 17:07:57.991,1.1805E-06
96, 11/27/2025, 17:07:58.114,1.1818E-06
97, 11/27/2025, 17:07:58.238,1.1809E-06
98, 11/27/2025, 17:07:58.360,1.1809E-06
99, 11/27/2025, 17:07:58.483,1.1809E-06
100, 11/27/2025, 17:07:58.606,1.1816E-06
101, 11/27/2025, 17:07:58.729,1.1816E-06
102, 11/27/2025, 17:07:58.852,1.1805E-06
103, 11/27/2025, 17:07:58.974,1.1816E-06
104, 11/27/2025, 17:07:59.097,1.1801E-06
105, 11/27/2025, 17:07:59.219,1.181E-06
106, 11/27/2025, 17:07:59.349,1.1809E-06
107, 11/27/2025, 17:07:59.472,1.1801E-06
108, 11/27/2025, 17:07:59.594,1.1812E-06
109, 11/27/2025, 17:07:59.716,1.181E-06
110, 11/27/2025, 17:07:59.841,1.1809E-06
111, 11/27/2025, 17:07:59.964,1.1814E-06
112, 11/27/2025, 17:08:00.086,1.1814E-06
113, 11/27/2025, 17:08:00.209,1.1812E-06
114, 11/27/2025, 17:08:00.332,1.1812E-06
115, 11/27/2025, 17:08:00.455,1.1816E-06
116, 11/27/2025, 17:08:00.578,1.1803E-06
117, 11/27/2025, 17:08:00.701,1.1803E-06
118, 11/27/2025, 17:08:00.824,1.1809E-06
119, 11/27/2025, 17:08:00.946,1.1805E-06
120, 11/27/2025, 17:08:01.070,1.1812E-06
121, 11/27/2025, 17:08:01.193,1.1807E-06
122, 11/27/2025, 17:08:01.315,1.1799E-06
123, 11/27/2025, 17:08:01.440,1.1805E-06
124, 11/27/2025, 17:08:01.563,1.1798E-06
125, 11/27/2025, 17:08:01.685,1.1803E-06
126, 11/27/2025, 17:08:01.808,1.1803E-06
127, 11/27/2025, 17:08:01.931,1.1807E-06
128, 11/27/2025, 17:08:02.056,1.1807E-06
129, 11/27/2025, 17:08:02.179,1.181E-06
130, 11/27/2025, 17:08:02.301,1.1814E-06
131, 11/27/2025, 17:08:02.425,1.1799E-06
132, 11/27/2025, 17:08:02.548,1.1807E-06
133, 11/27/2025, 17:08:02.671,1.1803E-06
134, 11/27/2025, 17:08:02.794,1.1809E-06
135, 11/27/2025, 17:08:02.917,1.181E-06
136, 11/27/2025, 17:08:03.041,1.1809E-06
137, 11/27/2025, 17:08:03.163,1.1805E-06
138, 11/27/2025, 17:08:03.286,1.1807E-06
139, 11/27/2025, 17:08:03.409,1.1799E-06
140, 11/27/2025, 17:08:03.531,1.1805E-06
141, 11/27/2025, 17:08:03.653,1.1807E-06
142, 11/27/2025, 17:08:03.776,1.1805E-06
143, 11/27/2025, 17:08:03.899,1.181E-06
144, 11/27/2025, 17:08:04.024,1.1803E-06
145, 11/27/2025, 17:08:04.148,1.1805E-06
146, 11/27/2025, 17:08:04.272,1.1803E-06
147, 11/27/2025, 17:08:04.394,1.1807E-06
148, 11/27/2025, 17:08:04.518,1.1801E-06
149, 11/27/2025, 17:08:04.641,1.1801E-06
150, 11/27/2025, 17:08:04.764,1.1794E-06
151, 11/27/2025, 17:08:04.887,1.1799E-06
152, 11/27/2025, 17:08:05.010,1.1803E-06
153, 11/27/2025, 17:08:05.133,1.1801E-06
154, 11/27/2025, 17:08:05.256,1.1803E-06
155, 11/27/2025, 17:08:05.379,1.1798E-06
156, 11/27/2025, 17:08:05.502,1.1801E-06
157, 11/27/2025, 17:08:05.624,1.1798E-06
158, 11/27/2025, 17:08:05.747,1.1798E-06
159, 11/27/2025, 17:08:05.872,1.1801E-06
160, 11/27/2025, 17:08:05.995,1.1794E-06
161, 11/27/2025, 17:08:06.119,1.1799E-06
162, 11/27/2025, 17:08:06.242,1.1809E-06
163, 11/27/2025, 17:08:06.365,1.1796E-06
164, 11/27/2025, 17:08:06.488,1.1807E-06
165, 11/27/2025, 17:08:06.612,1.1799E-06
166, 11/27/2025, 17:08:06.734,1.1807E-06
167, 11/27/2025, 17:08:06.858,1.1798E-06
168, 11/27/2025, 17:08:06.981,1.1799E-06
169, 11/27/2025, 17:08:07.103,1.1807E-06
170, 11/27/2025, 17:08:07.226,1.1803E-06
171, 11/27/2025, 17:08:07.348,1.1801E-06
172, 11/27/2025, 17:08:07.471,1.1799E-06
173, 11/27/2025, 17:08:07.594,1.1801E-06
174, 11/27/2025, 17:08:07.717,1.1807E-06
175, 11/27/2025, 17:08:07.839,1.1812E-06
176, 11/27/2025, 17:08:07.962,1.1803E-06
177, 11/27/2025, 17:08:08.084,1.1801E-06
178, 11/27/2025, 17:08:08.207,1.181E-06
179, 11/27/2025, 17:08:08.332,1.181E-06
180, 11/27/2025, 17:08:08.455,1.1812E-06
181, 11/27/2025, 17:08:08.578,1.1799E-06
182, 11/27/2025, 17:08:08.702,1.181E-06
183, 11/27/2025, 17:08:08.825,1.1812E-06
184, 11/27/2025, 17:08:08.949,1.1805E-06
185, 11/27/2025, 17:08:09.071,1.1809E-06
186, 11/27/2025, 17:08:09.193,1.1814E-06
187, 11/27/2025, 17:08:09.315,1.1807E-06
188, 11/27/2025, 17:08:09.438,1.1798E-06
189, 11/27/2025, 17:08:09.560,1.1809E-06
190, 11/27/2025, 17:08:09.683,1.1805E-06
191, 11/27/2025, 17:08:09.807,1.1809E-06
192, 11/27/2025, 17:08:09.930,1.181E-06
193, 11/27/2025, 17:08:10.053,1.1814E-06
194, 11/27/2025, 17:08:10.175,1.1809E-06
195, 11/27/2025, 17:08:10.299,1.1814E-06
196, 11/27/2025, 17:08:10.423,1.1799E-06
197, 11/27/2025, 17:08:10.545,1.181E-06
198, 11/27/2025, 17:08:10.668,1.1816E-06
199, 11/27/2025, 17:08:10.791,1.1807E-06
200, 11/27/2025, 17:08:10.913,1.1809E-06
201, 11/27/2025, 17:08:11.037,1.1809E-06
202, 11/27/2025, 17:08:11.158,1.1805E-06
203, 11/27/2025, 17:08:11.281,1.1814E-06
204, 11/27/2025, 17:08:11.403,1.1816E-06
205, 11/27/2025, 17:08:11.526,1.1812E-06
206, 11/27/2025, 17:08:11.647,1.1823E-06
207, 11/27/2025, 17:08:11.777,1.1823E-06
208, 11/27/2025, 17:08:11.899,1.1812E-06
209, 11/27/2025, 17:08:12.022,1.1823E-06
210, 11/27/2025, 17:08:12.146,1.1819E-06
211, 11/27/2025, 17:08:12.269,1.1809E-06
212, 11/27/2025, 17:08:12.393,1.1812E-06
213, 11/27/2025, 17:08:12.515,1.1819E-06
214, 11/27/2025, 17:08:12.638,1.1819E-06
215, 11/27/2025, 17:08:12.760,1.1825E-06
216, 11/27/2025, 17:08:12.888,1.1818E-06
217, 11/27/2025, 17:08:13.012,1.1814E-06
218, 11/27/2025, 17:08:13.134,1.1825E-06
219, 11/27/2025, 17:08:13.259,1.183E-06
220, 11/27/2025, 17:08:13.387,1.1825E-06
221, 11/27/2025, 17:08:13.511,1.1819E-06
